Date;Advanced Micro Devices (EUR);Airbus (EUR);Alphabet A (EUR);Amazon (EUR);BASF (EUR);BMW (EUR);BP (EUR);Bayer (EUR);Brenntag (EUR);Cisco (EUR);Commerzbank (EUR);Deutsche Bank (EUR);Deutsche Telekom (EUR);Dow (EUR);E.ON (EUR);Einhell Ger  Vz I (EUR);Equinor (EUR);Evonik Industries (EUR);Exxon Mobil (EUR);Henkel (EUR);Honeywell (EUR);IBM (EUR);ING (EUR);Infineon (EUR);Intel (EUR);Linde (EUR);Mercedes-Benz (EUR);Merck KGaA (EUR);Meta (EUR);Microsoft (EUR);NVIDIA (EUR);Novartis (EUR);Palantir (EUR);Pfizer (EUR);Porsche (Vz) (EUR);Qiagen (EUR);RWE (EUR);Rheinmetall (EUR);SAP (EUR);Shell (EUR);Siemens (EUR);Tesla (EUR);Total Energy (EUR);Volkswagen (EUR);Wacker Chemie (EUR)
24.03.2023 00:00:00;91,25;118,28;98,09;91,35;46305;98,39;5,56;55,69;67,90;46995;8986;8673;21805;47,95;11,04;;25235;19075;96,25;65,05;175,14;116,72;10548;34445;27315;320,45;69,83;169,75;191,78;261,10;24825;;7645;37,58;113,40;45,1829;37,89;262,50;114,02;25,50;140,98;176,98;5,36;150,15;143,05
27.03.2023 00:00:00;89,8;119,42;94,79;90,71;46095;98,66;5675;56,22;68,42;46845;9244;9082;21845;48665;11175;;25,58;18,66;98,57;65,70;176,04;120,00;10602;34735;26995;321,30;71,79;174,15;187,74;255,35;24,58;;7527;37,30;115,90;45,4162;38,26;271,90;113,80;25,85;142,12;177,52;5,50;152,30;144,15
28.03.2023 00:00:00;86,98;118,58;93,14;89,67;46415;98,43;5785;56,88;68,30;46405;9,35;8913;21,89;48,78;11125;;26185;18735;98,77;65,05;173,44;119,08;10732;34845;26,99;320,00;69,69;169,10;185,02;253,70;24345;;7389;36,92;115,00;44,7057;37,98;274,90;113,54;25,92;142,74;174,56;5,45;152,00;143,00
29.03.2023 00:00:00;88,91;121,2;93,43;92,46;47,48;99,39;5779;57,30;68,44;47,13;9,45;9,18;22,12;49335;11395;;26025;18895;100,62;66,15;173,66;119,72;10952;36,05;29085;322,15;70,75;169,70;189,36;258,70;24,88;;7616;37,12;117,40;44,7482;38,73;272,00;114,50;26,34;146,52;178,76;5,48;153,90;145,20
30.03.2023 00:00:00;89,8;122,2;92,46;93,53;48,10;100,64;5809;57,85;68,92;47165;9,72;9218;22195;49495;11415;;26,16;19,17;100,32;66,65;172,52;118,54;10966;37,55;29,40;322,15;71,10;172,55;190,50;260,55;25,11;;7412;37,00;116,50;44,6739;39,20;272,90;115,40;26,55;148,20;179,12;5,57;158,90;149,10
31.03.2023 00:00:00;90;123,58;95,65;95,24;48,50;101,04;5,83;58,65;69,04;48,15;9708;9388;22395;50,35;11,44;;26355;19,43;100,88;67,35;176,00;120,82;10,96;37655;30085;326,75;70,98;172,90;195,50;266,20;25625;;7776;37,60;117,70;44,8648;39,57;274,90;116,50;26415;149,42;191,18;5,51;158,45;150,00
03.04.2023 00:00:00;88,69;125,68;95,67;93,94;49,08;101,28;6072;59,42;68,76;48,00;9,75;9541;22,43;50,68;11435;;27,90;19495;106,58;67,06;176,66;121,00;11,16;37,16;30,16;327,95;70,60;168,70;195,66;263,50;25655;;7692;37,90;118,15;44324;39,98;277,90;115,64;27,75;148,68;178,52;5,78;159,70;151,45
04.04.2023 00:00:00;87,38;125,14;95,48;94,89;49,08;101,60;5983;58,67;68,78;47185;9752;9,36;22495;49,42;11545;;26865;19,43;104,86;68,38;174,10;120,00;11,22;36,50;30,14;325,80;70,70;171,70;195,80;262,05;25065;;7638;37,35;118,35;43,9529;39,34;275,00;116,50;27195;148,08;175,88;5,56;156,35;146,65
05.04.2023 00:00:00;84,74;124,24;95,94;92,75;48535;99,71;6,10;59,70;68,08;47,61;9552;9,34;23055;50,12;11585;;26855;19,17;107,16;68,70;174,00;121,15;11208;35,60;30095;326,00;68,71;173,70;193,88;261,00;24,64;;7342;38,20;117,70;44,8224;39,96;260,50;116,06;27385;144,02;170,00;5,60;154,30;139,00
06.04.2023 00:00:00;84,74;125,7;99,3;93,45;48,59;98,76;6049;60,64;68,06;46,96;9798;9488;22635;49,68;11715;;26,40;18,82;105,88;69,50;174,10;119,35;11366;35405;30,11;325,30;68,28;176,95;197,88;266,90;24,78;;7,42;37,95;118,10;44992;40,43;259,80;117,72;27,74;141,80;169,58;5,32;153,60;141,90
11.04.2023 00:00:00;86,25;125,6;96,37;91,55;49,39;100,86;6093;60,43;69,00;46365;9,82;9627;22375;51,66;11,81;;26,74;18975;105,72;68,76;176,38;120,10;11588;35435;29,68;329,00;69,15;174,30;195,68;259,25;24885;;7904;38,30;119,05;45,2784;41,08;261,50;115,80;27,86;143,38;171,04;5,77;157,00;145,20
12.04.2023 00:00:00;84,11;126,24;95,3;89,00;49405;102,72;6101;59,94;69,18;45625;9744;9596;22,35;51,90;11,87;;27,00;19375;104,72;68,52;175,82;116,90;11,56;35405;29145;326,15;69,53;161,45;194,72;258,05;24105;;7576;37,65;118,60;44,8542;40,96;261,60;115,98;27,93;144,62;164,26;5,69;154,10;145,20
13.04.2023 00:00:00;83,39;126,2;97,19;92,65;49,12;102,98;6068;61,10;69,56;46005;9792;9558;22,27;51,44;11,89;;26,82;19,24;104,76;68,68;176,36;115,80;11,57;36365;29085;328,40;70,10;166,85;199,18;262,15;23,93;;7788;37,50;119,00;45,1935;41,02;267,50;116,00;27945;144,72;168,24;5,85;155,15;147,00
14.04.2023 00:00:00;83,41;126,46;99,01;93,08;49555;103,50;6132;61,33;69,78;45,97;10,28;9961;22,13;51,44;11775;;26975;19295;105,50;69,22;177,66;116,55;11962;36,10;29,00;326,10;70,43;165,10;201,50;260,15;24,32;;8034;37,35;119,00;45,1829;40,36;267,00;115,86;28,10;145,98;168,22;5,64;156,75;145,35
17.04.2023 00:00:00;82,02;128,28;96,88;94,00;50,22;103,22;6,19;61,59;70,38;46,00;10,12;9865;22,33;51,94;11,79;;26,98;19,54;105,02;69,34;180,72;116,85;11894;36255;29385;331,70;69,60;165,45;201,10;264,10;24,69;;8,06;37,70;117,90;44,6845;40,66;267,00;116,04;28085;147,14;171,12;5,81;156,00;146,85
18.04.2023 00:00:00;81,78;128,3;95,31;93,44;50,61;103,92;6,15;61,55;72,64;45,73;10,40;9917;22405;51,66;11895;;26595;19785;106,68;69,28;179,42;116,50;12108;36835;29,00;332,05;70,20;164,00;198,68;263,10;25,22;;8,00;36,95;116,50;44,3558;40,55;270,40;116,10;28185;147,36;168,08;5,60;155,10;146,40
19.04.2023 00:00:00;82,26;128,88;95,1;95,16;50,93;103,68;6086;61,10;73,62;43895;10,80;10078;22,49;51,46;11,92;;26,00;19,81;105,98;69,56;181,04;115,15;12118;35,90;28445;333,10;70,58;163,55;197,00;263,30;25495;;7764;36,75;116,45;43,7514;40,94;271,70;115,90;28005;146,74;164,96;5,51;153,85;148,25
20.04.2023 00:00:00;82,15;128,8;95,98;94,64;50,55;101,38;6,03;60,91;73,52;42475;10,77;9978;22425;50,60;11995;;26125;19915;105,46;69,42;179,06;115,20;11944;34,84;28125;334,90;70,07;160,70;194,32;260,75;24,70;;7422;36,35;113,70;43,6772;40,88;269,50;115,24;28105;145,54;148,62;5,40;151,90;147,65
21.04.2023 00:00:00;80,52;127,82;95,92;97,26;49945;100,92;5,99;60,73;73,72;42,87;10,66;9,91;22335;49,92;12045;;26,10;19,69;105,50;68,82;178,70;114,50;11776;34,77;27,58;334,00;69,58;165,35;193,60;260,10;24,67;;7468;36,60;114,95;43,2742;41,17;271,40;121,40;27915;145,64;150,22;5,51;151,65;148,00
24.04.2023 00:00:00;79,2;128,3;95,84;96,13;50,38;101,76;6045;60,39;75,76;42965;10645;9957;22,07;49,91;11975;;26,32;19505;107,42;67,80;177,98;113,40;11792;34,30;26,84;333,25;70,10;164,95;192,60;255,00;24,44;;7,34;36,05;115,80;43,5393;41,07;274,50;119,88;27925;145,68;147,10;5,55;151,00;145,70
25.04.2023 00:00:00;76,39;124,7;94,79;93,54;50,05;100,96;5998;60,15;74,38;42965;10,20;9383;22125;48,17;11,86;;25,95;19915;106,22;65,98;179,16;114,80;11356;33,50;26,35;334,45;69,69;161,10;189,22;251,05;23925;;7062;35,85;114,05;42,6592;41,43;277,00;121,78;27,68;146,32;146,48;5,53;148,95;138,00
26.04.2023 00:00:00;77,94;123,12;94,09;95,19;50,19;100,62;5983;60,28;72,98;42,15;10,30;9,63;22,15;48,06;11,95;;25505;19,40;104,68;67,02;172,86;114,00;11178;33715;26,31;330,85;70,12;161,40;190,02;268,00;24,45;;7026;35,00;114,35;42,3941;41,40;263,40;120,80;27,38;144,72;139,42;5,22;148,30;138,90
27.04.2023 00:00:00;79,2;126,08;97,43;99,63;48,11;101,06;5939;59,89;73,42;42295;10595;9901;22,24;48,38;11955;;25485;19,53;105,82;67,12;179,24;115,05;11476;32,54;27,10;330,80;70,60;161,80;216,25;276,35;24685;;7098;35,15;114,60;42,7971;42,44;268,70;123,52;27,53;147,70;145,10;5,36;149,70;138,35
28.04.2023 00:00:00;81,14;127,18;97,26;95,65;46925;101,56;6092;59,61;73,56;42,80;10075;9975;21755;49,70;11,97;;26,15;19205;107,32;67,30;181,14;114,70;11,23;32935;28,22;334,30;70,90;163,35;218,05;278,65;25,18;;7022;35,25;113,80;43,1152;42,60;265,00;123,08;28105;148,42;149,02;5,43;152,50;140,35
02.05.2023 00:00:00;81,63;125,3;95,83;94,16;45,40;101,02;5644;57,30;73,28;42,03;9718;9,70;21375;48,67;11975;;25145;19,80;100,30;66,70;180,02;113,15;11,03;33785;27145;336,00;70,43;159,00;218,05;277,60;25,76;;6886;35,50;111,40;43,2106;41,98;265,50;121,72;26,85;147,44;145,62;5,30;151,70;133,00
03.05.2023 00:00:00;73,9;124,28;95,44;93,79;46,33;101,06;5515;57,24;74,04;41,54;9626;9,45;21,21;48,31;12,01;;24,49;19215;97,53;67,90;180,20;111,65;10952;33,65;27,77;328,45;70,20;162,60;214,95;275,40;25,14;;6834;34,75;110,75;43,0834;41,73;267,70;123,34;26455;149,02;145,30;5,14;151,15;132,90
04.05.2023 00:00:00;78,47;122,52;95,14;94,41;45,94;103,44;5469;58,25;73,96;41535;9376;9344;21325;48,31;12,10;;25255;19205;96,68;66,28;178,36;111,20;10914;32,83;28,38;327,50;65,14;165,40;211,85;277,25;25015;;6666;34,70;112,00;44,5255;42,10;262,10;121,60;27095;148,56;146,00;5,06;151,95;132,05
05.05.2023 00:00:00;81,64;122,22;95,79;95,81;47535;107,30;5666;58,57;74,68;42015;9778;9678;21375;49,29;12145;;26745;19265;98,57;66,72;179,88;112,30;11278;33,30;28,13;332,40;66,70;166,50;211,10;281,55;25995;;6708;34,95;115,55;43868;41,54;264,50;121,78;27,69;150,06;154,44;5,41;152,80;143,20
08.05.2023 00:00:00;86,4;121,1;97,93;96,12;46,98;109,48;5637;58,21;74,82;42,17;9882;9,66;21295;49,39;12095;;27,04;19,77;99,28;67,58;178,10;112,20;11302;33,30;28,00;332,25;66,77;162,10;211,90;280,50;26,50;;7058;35,10;114,10;44,4725;41,45;265,60;123,00;27,76;149,44;156,18;5,31;155,05;144,55
09.05.2023 00:00:00;86,76;121,78;97,96;97,28;46,82;109,32;5618;58,26;74,88;42,29;9,85;9708;21,38;49,18;12,30;;26,95;19,58;99,70;67,42;179,72;110,70;11206;32,95;27,47;333,05;67,10;161,60;212,60;280,15;26,09;;8724;35,10;113,35;43,7832;42,11;263,80;122,52;27,84;150,46;154,20;5,34;153,90;142,25
10.05.2023 00:00:00;88,45;122,1;101,8;100,46;47,30;109,32;5612;58,54;76,44;42575;9854;9705;21,16;48,79;12125;;26,72;19515;97,96;67,34;179,00;111,20;11,04;33,46;27,32;335,75;67,52;160,65;212,30;284,10;26275;;9066;34,90;114,20;43,9317;41,99;263,40;122,42;27,75;148,82;153,42;5,25;155,45;139,00
11.05.2023 00:00:00;88,82;121,48;106,8;102,68;47,05;109,40;5488;54,09;76,68;42,41;9898;9627;21545;47,75;12015;;25595;19455;96,64;67,18;177,22;110,80;11592;33295;26435;336,95;67,46;165,70;215,95;283,85;26155;;9028;34,45;114,55;43,9105;41,80;259,00;122,06;27,68;148,94;157,64;5,49;150,25;140,95
12.05.2023 00:00:00;87,5;122,68;108,28;101,72;47,07;99,79;5542;54,17;76,34;42985;10025;9,65;21,65;48,15;12,08;;25,74;19475;97,11;68,28;177,84;113,10;11,69;33,70;26,69;341,20;67,90;163,60;215,40;284,50;26,10;;8,75;34,45;115,25;43,9423;42,50;266,00;121,46;27845;149,68;154,90;5,69;148,55;141,80
15.05.2023 00:00:00;89,57;124,28;107,02;102,20;47725;100,32;5575;53,27;76,08;43345;10105;9755;21,85;47,87;12,10;;26255;19455;96,37;68,70;179,08;113,40;11698;33695;27,40;338,95;68,16;165,00;219,60;284,45;26,60;;8738;34,20;115,30;44,3134;42,59;267,40;120,60;27,96;150,52;152,98;5,91;147,15;142,35
16.05.2023 00:00:00;93,32;125,92;110,1;104,44;46,90;99,26;5,47;53,79;75,90;43,25;9,93;9575;22,03;47,10;12,04;;25,50;19,79;94,45;69,40;176,58;113,65;11686;34135;26,94;337,95;67,43;162,65;219,85;287,20;26885;;8712;34,05;112,55;44,0271;42,28;264,40;122,40;27,62;149,40;153,20;5,72;145,25;136,95
17.05.2023 00:00:00;95,64;129,04;111,4;106,46;47,03;100,30;5,54;53,90;75,46;43945;9518;9749;21,90;47,63;11895;;25895;19295;96,76;69,22;180,24;116,00;11,95;34,75;26,62;336,40;68,68;160,60;223,90;289,80;27,86;;9,45;33,95;113,05;44,0483;41,88;262,90;122,64;27,97;154,00;160,42;6,01;146,35;136,90
18.05.2023 00:00:00;98,87;128,14;113,8;108,30;47,49;102,42;5,56;54,19;76,26;44265;9,97;9745;21,77;47,79;11115;;25,25;19325;97,52;69,78;182,26;116,70;12034;35605;27435;339,55;70,00;160,45;226,80;293,60;29015;;10635;33,65;115,25;44,1543;41,30;262,00;123,56;27825;157,50;162,28;5,77;149,70;126,70
19.05.2023 00:00:00;97,91;128,98;113,6;107,64;47635;103,70;5,59;54,74;76,42;45,40;9,83;9,78;21,85;48,14;11245;;25605;19,57;98,33;69,60;183,24;117,85;12,04;35925;27,75;344,45;71,00;165,85;227,30;294,80;28955;;10,85;34,00;118,20;44,4937;41,08;262,10;124,42;27955;160,00;166,64;6,10;148,75;127,95
22.05.2023 00:00:00;99,83;127,82;115,64;106,34;47275;103,70;5,53;53,87;75,24;45115;10085;9869;21875;48,08;11,38;;25485;19695;97,10;69,22;183,14;118,00;12082;35,87;28005;340,60;71,30;165,35;229,65;297,15;28,80;;10925;35,90;120,10;44,2922;41,19;262,50;123,18;27,67;157,90;174,78;6,17;151,80;130,50
23.05.2023 00:00:00;100,4;125,3;113,88;106,90;47,30;103,88;5615;53,70;74,40;45,30;9902;9,86;21835;48,39;11,42;;26045;19745;98,78;68,26;181,52;119,15;12,10;35,50;27435;328,45;70,70;166,75;229,20;293,00;28,49;;11,78;36,90;119,25;45,4586;40,79;250,20;120,60;27945;154,20;172,56;6,17;151,00;129,60
24.05.2023 00:00:00;100,78;123,68;112,46;108,52;46445;102,22;5575;53,97;73,94;44915;9648;9686;21,67;47,73;11,24;;25965;19,70;99,77;68,22;178,64;117,15;11928;34,08;26,93;330,45;69,88;164,80;231,40;291,80;28345;;11,39;36,00;115,75;44,6845;40,33;248,40;119,82;27665;152,12;170,04;5,96;148,20;126,50
25.05.2023 00:00:00;112,16;124,44;115,14;107,32;46145;103,02;5,51;53,44;73,72;45,60;9,78;9704;21195;47,15;11,14;;25,02;20,20;98,58;68,38;178,80;118,25;11976;33,28;25595;332,15;70,45;166,45;235,75;304,05;35,40;;11,98;35,40;115,45;45,3844;39,44;247,20;121,08;27,19;153,82;172,00;5,92;146,90;125,85
26.05.2023 00:00:00;118,36;125,78;116,14;111,92;47,00;104,22;5,51;54,24;74,76;46535;9728;9758;21,06;47,16;11,12;;24,77;19,83;97,91;68,36;181,00;120,25;12112;34,70;27,00;332,20;71,22;165,80;244,20;310,20;36,20;;12715;35,10;117,90;45,7343;39,01;245,80;122,70;27465;156,64;180,16;5,94;148,35;127,90
29.05.2023 00:00:00;120;124,9;116,88;113,00;46,70;104,28;5525;54,36;74,66;46,60;9766;9691;21085;47,70;11,22;;24995;19,85;97,90;68,10;180,82;121,20;11994;34,77;27265;330,70;71,29;165,70;246,00;314,00;36705;;13175;35,20;117,40;45,5116;39,00;246,90;121,76;27385;156,10;182,14;6,07;147,75;129,15
30.05.2023 00:00:00;116,64;124,2;115,3;113,42;46135;104,18;5451;53,57;75,02;46945;9684;9725;20,75;45,93;11,25;;24,35;19,58;96,82;67,00;179,00;120,65;11758;34995;27945;330,45;71,40;164,55;244,75;308,50;37345;;13735;34,50;117,30;44,9602;39,15;244,90;121,80;26825;156,82;187,50;6,30;146,85;129,25
31.05.2023 00:00:00;110,48;123,46;115;113,06;44625;101,62;5295;52,63;73,62;46,56;9558;9499;20775;45,60;11,36;;23725;19465;95,67;67,38;179,62;120,25;11588;34,77;29,47;331,15;70,11;162,55;247,75;307,80;35,44;;13765;35,70;117,00;44,7694;39,44;236,00;122,00;26325;154,00;190,54;6,05;141,40;124,30
01.06.2023 00:00:00;111,14;125,7;115;113,96;45,00;103,22;5,36;51,99;74,50;46505;9482;9563;21,10;45,54;11,27;;24,10;19025;96,00;67,02;179,90;120,70;11706;35655;28,92;330,25;70,58;165,00;252,30;308,85;36,95;;13,51;35,35;116,15;44,8648;39,08;239,80;122,28;26,67;157,22;192,82;6,17;143,80;125,15
02.06.2023 00:00:00;109,86;128,28;116,32;116,06;46805;105,70;5526;52,85;75,36;46845;9542;9879;19552;48,20;11,30;;25,20;17745;98,74;67,50;185,32;123,60;12,00;35,65;29,27;337,00;72,18;166,50;254,40;313,15;36,74;;13,54;35,90;118,25;46,0312;39,30;239,70;124,00;27215;158,88;199,70;6,18;149,50;127,30
05.06.2023 00:00:00;110,24;126,74;117,72;117,06;46,50;105,70;5505;52,17;75,16;46815;9,50;9681;19424;48,09;11,21;;25575;18415;98,58;67,02;184,46;123,95;11882;35,28;27,88;338,85;71,97;169,00;253,25;313,75;36625;;14,23;36,15;118,40;45,6071;39,13;236,90;122,70;27045;158,16;203,00;6,20;149,85;126,20
06.06.2023 00:00:00;116;128,62;119,14;118,54;46645;106,54;5495;52,32;75,88;46,58;9,65;9,86;19,34;49,34;11225;;25145;18575;98,89;67,38;183,32;124,20;12088;35495;28,82;336,95;71,84;171,45;253,55;312,40;36,20;;14455;35,85;116,95;45,2784;39,61;236,00;123,38;26955;158,40;207,00;6,17;151,00;126,95
07.06.2023 00:00:00;110,22;126,98;114,58;113,38;46,32;106,76;5502;52,17;75,42;46,45;9816;9834;19,00;50,26;11,38;;25865;18425;101,30;66,36;185,18;125,20;12062;36,21;29,22;338,50;72,15;168,45;246,30;302,35;35,09;;13,77;36,35;117,15;44,4406;39,28;237,00;123,50;27,15;158,36;210,10;6,11;151,35;122,55
08.06.2023 00:00:00;112,14;126,42;113,34;115,36;47065;108,06;5,54;52,08;76,10;46035;9916;9879;18,90;49,11;11,31;;26165;18435;100,42;66,84;184,14;124,95;12192;36,65;29,55;335,30;73,11;170,25;245,65;301,75;35745;;14115;36,30;117,75;44886;39,31;236,70;123,22;27235;158,60;218,20;6,19;155,00;122,65
09.06.2023 00:00:00;116,1;128,02;113,82;114,82;46,07;107,96;5512;51,27;72,82;46,28;9864;9869;19,15;48,06;11415;;27145;18,64;99,94;66,44;183,30;125,85;12064;36895;29,15;336,40;72,51;168,90;246,70;304,00;36,05;;13,99;36,35;117,15;44,6951;39,85;241,70;123,08;27,22;158,10;227,30;5,97;155,35;117,20
12.06.2023 00:00:00;120,02;129,36;114,82;117,56;46215;109,90;5421;51,29;74,58;46,93;9,85;9874;19092;47,92;11325;;27,02;18045;98,67;66,36;184,40;126,90;12088;37895;30,70;336,10;73,62;168,55;251,55;308,15;36,62;;14565;37,05;118,30;44886;39,83;249,90;124,10;26875;160,62;232,10;5,95;158,00;123,20
13.06.2023 00:00:00;115,54;129,88;114,74;117,22;46685;111,54;5428;51,40;74,20;47045;10065;9866;18,90;49,23;11,28;;28,11;18215;98,50;66,16;185,78;127,50;12174;38315;31,34;345,70;74,34;168,85;251,50;309,60;38015;;14785;37,35;118,10;45,4056;39,52;248,20;124,78;27065;163,80;239,70;5,76;159,20;126,50
14.06.2023 00:00:00;117,58;128,7;114,1;116,70;46,84;112,40;5,43;51,82;74,04;47,00;10,15;9,88;19164;48,96;11245;;27,44;18205;97,07;65,38;185,18;126,45;12214;38,85;32,85;345,00;75,05;168,60;252,40;311,30;39725;;14,70;36,35;117,95;45,2465;39,81;244,00;124,96;27495;163,92;237,00;6,22;161,10;121,50
15.06.2023 00:00:00;113,5;129,64;114,24;115,98;46,50;112,72;5398;51,94;72,92;47495;10105;9688;19444;48,81;11,14;;28145;18215;96,70;65,48;185,58;126,50;12,24;38775;32,75;343,80;75,21;164,75;257,05;317,95;38,96;;15155;36,35;114,90;44992;40,14;251,50;125,00;27,64;166,20;233,70;5,91;160,45;121,35
16.06.2023 00:00:00;109,62;131;112,98;114,76;45,72;110,96;5407;52,48;72,08;47445;10215;9,49;19,44;48,51;11,34;;27545;17,96;96,06;65,88;186,00;125,80;12,26;38095;33,32;342,55;75,62;166,85;256,85;313,40;39,05;;14,90;36,75;114,90;45,2041;40,49;260,50;126,00;27,53;163,96;238,15;5,93;159,45;124,65
19.06.2023 00:00:00;110,98;133,1;112,86;114,56;43645;110,90;5427;51,84;71,92;47555;10205;9,41;19278;48,99;11,24;;27345;17665;96,19;64,60;187,46;125,45;12,27;38045;34,00;341,05;75,17;156,25;256,20;312,40;38,80;;14,83;36,55;113,65;44,1437;40,03;261,00;124,80;27735;163,32;236,70;6,08;158,65;121,45
20.06.2023 00:00:00;109,06;132,72;113,02;115,40;42,89;110,70;5361;51,19;71,56;47,28;10185;9335;19,36;47,44;11395;;27,62;17315;94,35;64,32;182,94;124,60;12234;37395;32075;337,90;75,00;155,05;260,75;309,90;40165;;14,47;36,10;112,85;45,0133;40,18;257,60;124,52;27,64;161,92;251,45;5,84;155,75;116,85
21.06.2023 00:00:00;102,1;129,86;109,76;113,58;42615;110,00;5406;50,90;70,78;46,21;10,30;9381;19228;47,54;11,37;;27,40;17,04;94,69;64,12;183,90;121,95;12242;36,95;29,95;337,30;73,92;150,70;256,20;303,85;39,14;;13315;35,30;111,85;43,7726;40,45;258,50;122,54;27755;159,86;236,10;6,00;155,10;115,25
22.06.2023 00:00:00;100,84;127,96;112,32;118,70;42,60;108,68;5361;50,40;70,38;46655;10215;9302;19,50;46,99;11,30;;26,80;16,80;94,40;62,88;182,50;119,75;12014;37155;29845;339,90;72,43;153,50;260,05;310,05;39265;;12,87;35,30;110,65;44,1225;40,00;256,40;123,12;27395;159,10;241,60;6,07;151,10;121,90
23.06.2023 00:00:00;101,66;126,46;112,42;118,66;42,49;108,36;5,33;50,70;69,92;46,25;9634;9,14;19,49;46,84;11275;;26,10;16845;93,75;63,52;183,20;119,15;11,68;35695;30305;340,00;72,09;153,70;265,65;307,55;38765;;12,84;35,25;108,55;43,7832;39,69;255,10;122,84;27385;157,06;235,35;6,00;151,00;120,35
26.06.2023 00:00:00;98,43;127,9;108,66;116,74;43,00;108,62;5368;50,30;70,14;45975;9,61;9171;19696;47,78;11,39;;26,55;16715;95,89;63,52;185,56;120,25;11814;35815;30715;340,40;72,08;153,35;255,25;301,35;37,27;;12795;33,85;108,50;44,1119;39,52;245,30;121,42;27,52;155,14;220,80;6,10;150,45;123,90
27.06.2023 00:00:00;100,74;129,18;107,92;117,80;43325;108,20;5305;49705;70,80;46445;9,80;9374;19,95;47,76;11,42;;26185;16,95;95,38;63,80;185,88;120,80;12014;35975;31095;342,95;72,09;148,45;261,70;305,05;38,19;;13375;33,25;109,15;43306;39,91;244,60;121,14;27,33;158,02;228,40;5,92;149,85;121,55
28.06.2023 00:00:00;101,16;129,66;109,86;118,10;44,27;109,70;5329;50,22;71,40;46,60;9,81;9398;20095;48,21;11495;;26555;16,98;96,55;64,36;185,56;120,65;12038;35,92;30725;343,65;72,51;151,75;260,95;306,85;37,63;;13955;33,20;109,95;43,1364;40,17;249,90;122,84;27,27;153,28;234,80;5,95;151,75;123,60
29.06.2023 00:00:00;102,44;130,4;109,4;117,80;44,20;111,00;5352;50,55;70,12;47175;9,96;9516;19952;48,92;11,55;;26,72;17,36;98,00;64,12;190,00;123,20;12226;36,65;30285;349,25;72,94;150,45;259,15;308,25;37,58;;13975;33,20;112,50;43,2212;39,79;250,70;123,32;27505;150,44;236,75;5,87;152,15;123,95
30.06.2023 00:00:00;104,54;132,4;109,8;119,46;44,57;112,44;5403;51,03;71,48;47385;10,11;9666;19962;48,95;11705;;26,74;17,24;98,64;64,28;190,22;122,60;12,35;37695;30645;350,20;73,62;150,90;263,20;312,00;38,80;;14,05;33,70;113,95;43,5605;39,81;250,10;124,94;27,65;153,14;239,95;5,98;153,65;125,90
03.07.2023 00:00:00;106,06;132,48;109,8;119,72;44805;112,22;5466;50,75;70,60;47,46;10205;9717;19926;49,42;11,75;;27165;17,35;98,42;64,36;191,16;122,40;12,45;37,27;30,78;345,85;73,90;150,05;262,55;309,90;38805;;14135;33,75;114,05;43656;40,50;254,10;123,36;27875;149,18;255,00;5,91;153,90;127,35
04.07.2023 00:00:00;106,44;131,16;109,58;119,38;44975;111,28;5484;50,71;70,66;47785;10,19;9,65;19918;49,36;11705;;27,46;17505;98,61;63,44;193,70;122,65;12534;37375;30785;349,95;73,07;148,70;264,50;309,55;38985;;14,06;33,70;114,35;43,4651;40,35;253,00;122,90;28015;146,92;253,20;6,20;154,10;129,05
05.07.2023 00:00:00;105;132,94;112,28;120,20;43875;112,18;5433;50,45;69,84;47475;10205;9454;19892;48,47;11605;;27,08;17595;98,39;62,76;191,00;123,65;12432;36595;30005;338,70;73,50;147,70;270,90;311,70;38,99;;14,45;33,60;112,95;43,9529;40,11;250,20;123,30;27,69;145,60;260,10;5,92;155,45;126,20
06.07.2023 00:00:00;104,34;129,6;110,3;117,88;43,20;108,30;5,34;48,80;68,58;46885;10055;9139;19634;48,38;11,40;;25975;17565;94,70;62,58;187,30;121,55;12,22;35,30;29425;334,15;71,80;148,60;267,90;313,45;38695;;13,93;32,75;109,70;43,5499;39,43;243,40;121,88;26,97;142,60;254,20;5,85;151,60;122,00
07.07.2023 00:00:00;103,28;131,48;108,9;118,34;45,12;107,40;5,37;50,90;69,22;46,74;10275;9318;19454;48,91;11,29;;26,35;17195;94,40;61,58;185,86;120,60;12384;35655;29,05;333,00;71,89;146,80;265,00;307,40;38,75;;14,00;32,40;110,00;43,3909;39,00;243,80;121,88;27095;143,06;250,10;5,98;152,90;126,10
10.07.2023 00:00:00;103,28;132,1;105,82;115,54;44,90;107,40;5,35;49765;69,70;46,64;10,45;9,38;19,41;48,35;11235;;26275;17795;95,04;62,02;188,92;120,70;12322;36,21;29,72;333,85;72,10;146,05;267,30;301,55;38,28;;14,83;32,40;111,75;43147;38,83;251,50;122,00;27,23;144,76;245,00;6,12;153,15;127,10
11.07.2023 00:00:00;101;131,9;106,46;116,96;45,61;106,70;5,43;49795;70,60;47295;10,90;9472;19,40;48,56;11,32;;27,09;17,56;96,29;62,62;189,40;122,25;12,64;36,65;30,24;333,40;72,49;148,30;271,10;302,30;38,51;;15,00;32,75;112,80;43,6135;39,00;251,40;123,56;27,62;146,24;245,05;6,29;155,05;128,80
